date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Interest Income,Interest Expense,Interest Income,Rent Expense Supplemental,Otherunder Preferred Stock Dividend,Minority Interests,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Write Off,Gain On Sale Of Security,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,stock_id,fiscal_date,Average Dilution Earnings,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Operating Expenses,Total Other Finance Cost,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Gain On Sale Of Business,Other Special Charges,Impairment Of Capital Assets,Insurance And Claims,Salaries And Wages,Provision For Doubtful Accounts,Depletion Income Statement,Depreciation Income Statement,Preferred Stock Dividends,Gain On Sale Of Ppe,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Other Taxes
,-26986050.0,0.21,56506000.0,-201998000.0,5504000.0,5045000.0,-71999000.0,-77503000.0,-100479050.0,-201998000.0,89213000.0,-77503000.0,,,,,-201998000.0,-201998000.0,-201998000.0,-201998000.0,-201998000.0,20000.0,-201978000.0,-128616000.0,-111000.0,-77503000.0,84168000.0,40077000.0,38587000.0,6665000.0,5045000.0,11710000.0,11710000.0,-128505000.0,-128505000.0,4141000.0,,4141000.0,,,,,,4141000.0,,4141000.0,,-128505000.0,8927000.0,29660000.0,29660000.0,IONQ,2024-12-31 00:00:00,,,,,,,5504000.0,5504000.0,,,,,,,,,,,,,,,,
,8083740.0,0.21,-107612000.0,-32252000.0,6561000.0,4315000.0,-69118000.0,-75679000.0,-62662260.0,-32252000.0,83245000.0,-75679000.0,228759209.0,228759209.0,-0.14,-0.14,-32252000.0,-32252000.0,-32252000.0,-32252000.0,-32252000.0,12000.0,-32240000.0,38545000.0,51000.0,-75679000.0,78930000.0,39953000.0,32416000.0,3251000.0,4315000.0,7566000.0,7566000.0,38494000.0,38494000.0,4894000.0,,4894000.0,,,,,,4894000.0,,4894000.0,,38494000.0,8610000.0,23806000.0,23806000.0,IONQ,2025-03-31 00:00:00,,,,,,,6561000.0,6561000.0,,,,,,,,,,,,,,,,
,-3134358.648126,0.079196,-110399000.0,-176838000.0,10616000.0,8327000.0,-149976000.0,-160592000.0,-140395358.648126,-176838000.0,181286000.0,-160592000.0,250967455.0,250967455.0,-0.7,-0.7,-176838000.0,-176838000.0,-176838000.0,-177530000.0,-177530000.0,-15269000.0,-192799000.0,-39345000.0,232000.0,-160592000.0,172959000.0,103359000.0,58984000.0,12367000.0,8327000.0,20694000.0,20694000.0,-39577000.0,-39577000.0,7138000.0,,7138000.0,,,692000.0,,,7138000.0,,7138000.0,,-39577000.0,10877000.0,48107000.0,48107000.0,IONQ,2025-06-30 00:00:00,,,,,,,10616000.0,10616000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,208159439.0,208159439.0,-0.19,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IONQ,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,1394190.0,0.21,-51275000.0,-37561000.0,4305000.0,5623000.0,-44636000.0,-48941000.0,-42805810.0,-37561000.0,60322000.0,-48941000.0,211637479.0,211637479.0,-0.18,-0.18,-37561000.0,-37561000.0,-37561000.0,-37561000.0,-37561000.0,15000.0,-37546000.0,6594000.0,-45000.0,-48941000.0,54699000.0,31204000.0,19190000.0,5758000.0,5623000.0,11381000.0,11381000.0,6639000.0,6639000.0,4801000.0,,4801000.0,,,0.0,,,4801000.0,,4801000.0,,6639000.0,6137000.0,13053000.0,13053000.0,IONQ,2024-06-30 00:00:00,,,,,,,4305000.0,4305000.0,,,,,,,,,,,,,,,,
,-812280.0,0.21,-44377000.0,-52496000.0,4890000.0,6515000.0,-48245000.0,-53135000.0,-49440280.0,-52496000.0,65535000.0,-53135000.0,214305053.0,214305053.0,-0.24,-0.24,-52496000.0,-52496000.0,-52496000.0,-52496000.0,-52496000.0,16000.0,-52480000.0,-3853000.0,15000.0,-53135000.0,59020000.0,33178000.0,20952000.0,5885000.0,6515000.0,12400000.0,12400000.0,-3868000.0,-3868000.0,4508000.0,,4508000.0,,,,,,4508000.0,,4508000.0,,-3868000.0,6630000.0,14322000.0,14322000.0,IONQ,2024-09-30 00:00:00,,,,,,,4890000.0,4890000.0,,,,,,,,,,,,,,,,
,-26986050.0,0.21,56506000.0,-201998000.0,5504000.0,5045000.0,-71999000.0,-77503000.0,-100479050.0,-201998000.0,89213000.0,-77503000.0,,,,,-201998000.0,-201998000.0,-201998000.0,-201998000.0,-201998000.0,20000.0,-201978000.0,-128616000.0,-111000.0,-77503000.0,84168000.0,40077000.0,38587000.0,6665000.0,5045000.0,11710000.0,11710000.0,-128505000.0,-128505000.0,4141000.0,,4141000.0,,,,,,4141000.0,,4141000.0,,-128505000.0,8927000.0,29660000.0,29660000.0,IONQ,2024-12-31 00:00:00,,,,,,,5504000.0,5504000.0,,,,,,,,,,,,,,,,
,8083740.0,0.21,-107612000.0,-32252000.0,6561000.0,4315000.0,-69118000.0,-75679000.0,-62662260.0,-32252000.0,83245000.0,-75679000.0,228759209.0,228759209.0,-0.14,-0.14,-32252000.0,-32252000.0,-32252000.0,-32252000.0,-32252000.0,12000.0,-32240000.0,38545000.0,51000.0,-75679000.0,78930000.0,39953000.0,32416000.0,3251000.0,4315000.0,7566000.0,7566000.0,38494000.0,38494000.0,4894000.0,,4894000.0,,,,,,4894000.0,,4894000.0,,38494000.0,8610000.0,23806000.0,23806000.0,IONQ,2025-03-31 00:00:00,,,,,,,6561000.0,6561000.0,,,,,,,,,,,,,,,,
,-3134358.648126,0.079196,-110399000.0,-176838000.0,10616000.0,8327000.0,-149976000.0,-160592000.0,-140395358.648126,-176838000.0,181286000.0,-160592000.0,250967455.0,250967455.0,-0.7,-0.7,-176838000.0,-176838000.0,-176838000.0,-177530000.0,-177530000.0,-15269000.0,-192799000.0,-39345000.0,232000.0,-160592000.0,172959000.0,103359000.0,58984000.0,12367000.0,8327000.0,20694000.0,20694000.0,-39577000.0,-39577000.0,7138000.0,,7138000.0,,,692000.0,,,7138000.0,,7138000.0,,-39577000.0,10877000.0,48107000.0,48107000.0,IONQ,2025-06-30 00:00:00,,,,,,,10616000.0,10616000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JNJ,2024-03-31 00:00:00,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,
,-273629436.325678,0.18476,9281000000.0,4686000000.0,1782000000.0,6869000000.0,7800000000.0,6018000000.0,5893370563.674322,4686000000.0,15790000000.0,,2422000000.0,2406846000.0,1.93,1.946946,4686000000.0,4686000000.0,4686000000.0,4686000000.0,4686000000.0,1062000000.0,5748000000.0,-1081000000.0,400000000.0,6657000000.0,8921000000.0,3440000000.0,5481000000.0,15578000000.0,6869000000.0,22447000000.0,22447000000.0,-1481000000.0,-1481000000.0,125000000.0,270000000.0,395000000.0,,,,-1081000000.0,387000000.0,125000000.0,270000000.0,395000000.0,194000000.0,-400000000.0,,5481000000.0,5681000000.0,JNJ,2024-06-30 00:00:00,,,,,,0.0,,,,,,500000000.0,,,-200000000.0,,,,,,,,,
,-490234871.180348,0.19293,7918000000.0,2694000000.0,1846000000.0,6963000000.0,5377000000.0,3531000000.0,4744765128.819652,2694000000.0,17193000000.0,,2427900000.0,2407298000.0,1.11,1.119097,2694000000.0,2694000000.0,2694000000.0,2694000000.0,2694000000.0,644000000.0,3338000000.0,-2041000000.0,500000000.0,5278000000.0,10230000000.0,4952000000.0,5278000000.0,15508000000.0,6963000000.0,22471000000.0,22471000000.0,-2541000000.0,-2541000000.0,99000000.0,193000000.0,292000000.0,,,,-2541000000.0,141000000.0,99000000.0,193000000.0,292000000.0,0.0,,,5278000000.0,5478000000.0,JNJ,2024-09-30 00:00:00,,,,,,0.0,,,,,,2400000000.0,,,-200000000.0,,,,,,,,,
,-6921533.316182,0.117314,5979000000.0,3431000000.0,1896000000.0,7128000000.0,5920000000.0,4024000000.0,3483078466.683818,3431000000.0,18679000000.0,,2427100000.0,2406922000.0,1.41,1.425472,3431000000.0,3431000000.0,3431000000.0,3431000000.0,3431000000.0,456000000.0,3887000000.0,-59000000.0,0.0,3841000000.0,11551000000.0,5298000000.0,6253000000.0,15392000000.0,7128000000.0,22520000000.0,22520000000.0,-59000000.0,-59000000.0,144000000.0,137000000.0,281000000.0,,,,-159000000.0,142000000.0,144000000.0,137000000.0,281000000.0,,100000000.0,,6253000000.0,6453000000.0,JNJ,2024-12-31 00:00:00,,,,,,0.0,,,,,,0.0,,,-200000000.0,,,,,,,,,
,1328419000.0,0.193,8724000000.0,10999000000.0,1772000000.0,7357000000.0,15607000000.0,13835000000.0,5444419000.0,10999000000.0,15594000000.0,,2423800000.0,2405625000.0,4.54,4.572201,10999000000.0,10999000000.0,10999000000.0,10999000000.0,10999000000.0,2632000000.0,13631000000.0,7204000000.0,321000000.0,6299000000.0,8237000000.0,3225000000.0,5012000000.0,14536000000.0,7357000000.0,21893000000.0,21893000000.0,6883000000.0,6883000000.0,128000000.0,204000000.0,332000000.0,,,,6883000000.0,117000000.0,128000000.0,204000000.0,332000000.0,,,,5012000000.0,5112000000.0,JNJ,2025-03-31 00:00:00,,,,,,,,,,,,-7000000000.0,,,-100000000.0,,,,,,,,,
,-68195347.404098,0.146973,9206000000.0,5537000000.0,1943000000.0,7628000000.0,8742000000.0,6799000000.0,5932804652.595902,5537000000.0,16933000000.0,,2419100000.0,2406779000.0,2.29,2.300585,5537000000.0,5537000000.0,5537000000.0,5537000000.0,5537000000.0,954000000.0,6491000000.0,-264000000.0,200000000.0,6810000000.0,9305000000.0,3516000000.0,5789000000.0,16115000000.0,7628000000.0,23743000000.0,23743000000.0,-464000000.0,-464000000.0,-48000000.0,308000000.0,260000000.0,,,,-464000000.0,164000000.0,-48000000.0,308000000.0,260000000.0,0.0,,,5789000000.0,5889000000.0,JNJ,2025-06-30 00:00:00,,,,,,,,,,,,300000000.0,,,-100000000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JNJ,2024-03-31 00:00:00,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,
,-273629436.325678,0.18476,9281000000.0,4686000000.0,1782000000.0,6869000000.0,7800000000.0,6018000000.0,5893370563.674322,4686000000.0,15790000000.0,,2422000000.0,2406846000.0,1.93,1.946946,4686000000.0,4686000000.0,4686000000.0,4686000000.0,4686000000.0,1062000000.0,5748000000.0,-1081000000.0,400000000.0,6657000000.0,8921000000.0,3440000000.0,5481000000.0,15578000000.0,6869000000.0,22447000000.0,22447000000.0,-1481000000.0,-1481000000.0,125000000.0,270000000.0,395000000.0,,,,-1081000000.0,387000000.0,125000000.0,270000000.0,395000000.0,194000000.0,-400000000.0,,5481000000.0,5681000000.0,JNJ,2024-06-30 00:00:00,,,,,,0.0,,,,,,500000000.0,,,-200000000.0,,,,,,,,,
,-490234871.180348,0.19293,7918000000.0,2694000000.0,1846000000.0,6963000000.0,5377000000.0,3531000000.0,4744765128.819652,2694000000.0,17193000000.0,,2427900000.0,2407298000.0,1.11,1.119097,2694000000.0,2694000000.0,2694000000.0,2694000000.0,2694000000.0,644000000.0,3338000000.0,-2041000000.0,500000000.0,5278000000.0,10230000000.0,4952000000.0,5278000000.0,15508000000.0,6963000000.0,22471000000.0,22471000000.0,-2541000000.0,-2541000000.0,99000000.0,193000000.0,292000000.0,,,,-2541000000.0,141000000.0,99000000.0,193000000.0,292000000.0,0.0,,,5278000000.0,5478000000.0,JNJ,2024-09-30 00:00:00,,,,,,0.0,,,,,,2400000000.0,,,-200000000.0,,,,,,,,,
,-6921533.316182,0.117314,5979000000.0,3431000000.0,1896000000.0,7128000000.0,5920000000.0,4024000000.0,3483078466.683818,3431000000.0,18679000000.0,,2427100000.0,2406922000.0,1.41,1.425472,3431000000.0,3431000000.0,3431000000.0,3431000000.0,3431000000.0,456000000.0,3887000000.0,-59000000.0,0.0,3841000000.0,11551000000.0,5298000000.0,6253000000.0,15392000000.0,7128000000.0,22520000000.0,22520000000.0,-59000000.0,-59000000.0,144000000.0,137000000.0,281000000.0,,,,-159000000.0,142000000.0,144000000.0,137000000.0,281000000.0,,100000000.0,,6253000000.0,6453000000.0,JNJ,2024-12-31 00:00:00,,,,,,0.0,,,,,,0.0,,,-200000000.0,,,,,,,,,
,1328419000.0,0.193,8724000000.0,10999000000.0,1772000000.0,7357000000.0,15607000000.0,13835000000.0,5444419000.0,10999000000.0,15594000000.0,,2423800000.0,2405625000.0,4.54,4.572201,10999000000.0,10999000000.0,10999000000.0,10999000000.0,10999000000.0,2632000000.0,13631000000.0,7204000000.0,321000000.0,6299000000.0,8237000000.0,3225000000.0,5012000000.0,14536000000.0,7357000000.0,21893000000.0,21893000000.0,6883000000.0,6883000000.0,128000000.0,204000000.0,332000000.0,,,,6883000000.0,117000000.0,128000000.0,204000000.0,332000000.0,,,,5012000000.0,5112000000.0,JNJ,2025-03-31 00:00:00,,,,,,,,,,,,-7000000000.0,,,-100000000.0,,,,,,,,,
,-68195347.404098,0.146973,9206000000.0,5537000000.0,1943000000.0,7628000000.0,8742000000.0,6799000000.0,5932804652.595902,5537000000.0,16933000000.0,,2419100000.0,2406779000.0,2.29,2.300585,5537000000.0,5537000000.0,5537000000.0,5537000000.0,5537000000.0,954000000.0,6491000000.0,-264000000.0,200000000.0,6810000000.0,9305000000.0,3516000000.0,5789000000.0,16115000000.0,7628000000.0,23743000000.0,23743000000.0,-464000000.0,-464000000.0,-48000000.0,308000000.0,260000000.0,,,,-464000000.0,164000000.0,-48000000.0,308000000.0,260000000.0,0.0,,,5789000000.0,5889000000.0,JNJ,2025-06-30 00:00:00,,,,,,,,,,,,300000000.0,,,-100000000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000000.0,,,,,,,,,JPM,2024-03-31 00:00:00,,,,,,,,,,,,,,248000000.0,,,,,,,,,,
,1757563985.491786,0.22556,,18149000000.0,2002000000.0,,,,12114563985.491783,18149000000.0,,,2894900000.0,2889800000.0,6.12,6.13,17718000000.0,17718000000.0,18149000000.0,18149000000.0,18149000000.0,5286000000.0,23435000000.0,,,,,,14174000000.0,,,42068000000.0,42068000000.0,7792000000.0,7792000000.0,22746000000.0,25767000000.0,48513000000.0,,114000000.0,,7792000000.0,-119000000.0,,,,,-570000000.0,1221000000.0,12953000000.0,,JPM,2024-06-30 00:00:00,,,,,,,,,,,,-7673000000.0,,,12953000000.0,,,,317000000.0,,3695000000.0,2722000000.0,2805000000.0,
,-96240000.0,0.24,,12898000000.0,1967000000.0,,,,13202760000.0,12898000000.0,,,2865900000.0,2860600000.0,4.37,4.38,12537000000.0,12537000000.0,12898000000.0,12898000000.0,12898000000.0,4080000000.0,16978000000.0,,,,,,14075000000.0,,,42656000000.0,42656000000.0,-401000000.0,-401000000.0,23405000000.0,27011000000.0,50416000000.0,,75000000.0,,-401000000.0,142000000.0,,,,,-14000000.0,1258000000.0,12817000000.0,,JPM,2024-09-30 00:00:00,,,,,,,,,,,,259000000.0,,,12817000000.0,,,,286000000.0,,3705000000.0,2780000000.0,1604000000.0,
,-217813525.179856,0.193957,,14005000000.0,1965000000.0,,,,14910186474.820145,14005000000.0,,,2842400000.0,2836900000.0,4.81,4.82,13669000000.0,13669000000.0,14005000000.0,14005000000.0,14005000000.0,3370000000.0,17375000000.0,,,,,,13804000000.0,,,42791000000.0,42791000000.0,-1123000000.0,-1123000000.0,23350000000.0,24216000000.0,47566000000.0,,77000000.0,,-1123000000.0,162000000.0,,,,,-69000000.0,1335000000.0,12469000000.0,,JPM,2024-12-31 00:00:00,,,,,,,,,,,,961000000.0,,,12469000000.0,,,,259000000.0,,3825000000.0,3007000000.0,1003000000.0,
,-91020000.0,0.205,,14643000000.0,2030000000.0,,,,14995980000.0,14643000000.0,,,2824300000.0,2819400000.0,5.07,5.08,14317000000.0,14317000000.0,14643000000.0,14643000000.0,14643000000.0,3765000000.0,18408000000.0,,,,,,15731000000.0,,,45327000000.0,45327000000.0,-444000000.0,-444000000.0,23273000000.0,23580000000.0,46853000000.0,,71000000.0,,-444000000.0,,,,,,-20000000.0,1304000000.0,14427000000.0,,JPM,2025-03-31 00:00:00,,,,,,,,,,,,444000000.0,,334000000.0,14093000000.0,,,,255000000.0,,3880000000.0,2839000000.0,703000000.0,
,-14065084.226646,0.180322,,14987000000.0,2210000000.0,,,,15050934915.773354,14987000000.0,,,2793700000.0,2788700000.0,5.24,5.25,14630000000.0,14630000000.0,14987000000.0,14987000000.0,14987000000.0,3297000000.0,18284000000.0,,,,,,14989000000.0,,,44882000000.0,44882000000.0,-78000000.0,-78000000.0,23209000000.0,25032000000.0,48241000000.0,,75000000.0,,-78000000.0,,,,,,-44000000.0,1279000000.0,13710000000.0,,JPM,2025-06-30 00:00:00,,,,,,,,,,,,78000000.0,,,13710000000.0,,,,282000000.0,,3968000000.0,3006000000.0,1698000000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000000.0,,,,,,,,,JPM,2024-03-31 00:00:00,,,,,,,,,,,,,,248000000.0,,,,,,,,,,
,1757563985.491786,0.22556,,18149000000.0,2002000000.0,,,,12114563985.491783,18149000000.0,,,2894900000.0,2889800000.0,6.12,6.13,17718000000.0,17718000000.0,18149000000.0,18149000000.0,18149000000.0,5286000000.0,23435000000.0,,,,,,14174000000.0,,,42068000000.0,42068000000.0,7792000000.0,7792000000.0,22746000000.0,25767000000.0,48513000000.0,,114000000.0,,7792000000.0,-119000000.0,,,,,-570000000.0,1221000000.0,12953000000.0,,JPM,2024-06-30 00:00:00,,,,,,,,,,,,-7673000000.0,,,12953000000.0,,,,317000000.0,,3695000000.0,2722000000.0,2805000000.0,
,-96240000.0,0.24,,12898000000.0,1967000000.0,,,,13202760000.0,12898000000.0,,,2865900000.0,2860600000.0,4.37,4.38,12537000000.0,12537000000.0,12898000000.0,12898000000.0,12898000000.0,4080000000.0,16978000000.0,,,,,,14075000000.0,,,42656000000.0,42656000000.0,-401000000.0,-401000000.0,23405000000.0,27011000000.0,50416000000.0,,75000000.0,,-401000000.0,142000000.0,,,,,-14000000.0,1258000000.0,12817000000.0,,JPM,2024-09-30 00:00:00,,,,,,,,,,,,259000000.0,,,12817000000.0,,,,286000000.0,,3705000000.0,2780000000.0,1604000000.0,
,-217813525.179856,0.193957,,14005000000.0,1965000000.0,,,,14910186474.820145,14005000000.0,,,2842400000.0,2836900000.0,4.81,4.82,13669000000.0,13669000000.0,14005000000.0,14005000000.0,14005000000.0,3370000000.0,17375000000.0,,,,,,13804000000.0,,,42791000000.0,42791000000.0,-1123000000.0,-1123000000.0,23350000000.0,24216000000.0,47566000000.0,,77000000.0,,-1123000000.0,162000000.0,,,,,-69000000.0,1335000000.0,12469000000.0,,JPM,2024-12-31 00:00:00,,,,,,,,,,,,961000000.0,,,12469000000.0,,,,259000000.0,,3825000000.0,3007000000.0,1003000000.0,
,-91020000.0,0.205,,14643000000.0,2030000000.0,,,,14995980000.0,14643000000.0,,,2824300000.0,2819400000.0,5.07,5.08,14317000000.0,14317000000.0,14643000000.0,14643000000.0,14643000000.0,3765000000.0,18408000000.0,,,,,,15731000000.0,,,45327000000.0,45327000000.0,-444000000.0,-444000000.0,23273000000.0,23580000000.0,46853000000.0,,71000000.0,,-444000000.0,,,,,,-20000000.0,1304000000.0,14427000000.0,,JPM,2025-03-31 00:00:00,,,,,,,,,,,,444000000.0,,334000000.0,14093000000.0,,,,255000000.0,,3880000000.0,2839000000.0,703000000.0,
,-14065084.226646,0.180322,,14987000000.0,2210000000.0,,,,15050934915.773354,14987000000.0,,,2793700000.0,2788700000.0,5.24,5.25,14630000000.0,14630000000.0,14987000000.0,14987000000.0,14987000000.0,3297000000.0,18284000000.0,,,,,,14989000000.0,,,44882000000.0,44882000000.0,-78000000.0,-78000000.0,23209000000.0,25032000000.0,48241000000.0,,75000000.0,,-78000000.0,,,,,,-44000000.0,1279000000.0,13710000000.0,,JPM,2025-06-30 00:00:00,,,,,,,,,,,,78000000.0,,,13710000000.0,,,,282000000.0,,3968000000.0,3006000000.0,1698000000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760000000.0,,,,2190000000.0,KO,2024-03-31 00:00:00,,,,,,,4000000.0,4000000.0,4000000.0,4000000.0,516000000.0,,760000000.0,,68000000.0,,,,,,,,,
,-274571334.214003,0.207067,5041000000.0,2411000000.0,269000000.0,4546000000.0,3715000000.0,3446000000.0,3462428665.785997,2411000000.0,8392000000.0,2632000000.0,4319000000.0,4309000000.0,0.56,0.56,2411000000.0,2411000000.0,2411000000.0,2401000000.0,2401000000.0,627000000.0,3028000000.0,-800000000.0,-11000000.0,3971000000.0,3580000000.0,,3549000000.0,7551000000.0,4812000000.0,12363000000.0,12363000000.0,-1326000000.0,-1326000000.0,-143000000.0,418000000.0,275000000.0,,,10000000.0,-1360000000.0,1337000000.0,-143000000.0,418000000.0,275000000.0,34000000.0,34000000.0,1400000000.0,2149000000.0,2149000000.0,KO,2024-06-30 00:00:00,,537000000.0,,28000000.0,,,3000000.0,3000000.0,3000000.0,3000000.0,,-11000000.0,,,72000000.0,,,,,,,,,
,-75046000.0,0.157,4551000000.0,2848000000.0,268000000.0,4400000000.0,4073000000.0,3805000000.0,3250954000.0,2848000000.0,8338000000.0,2510000000.0,4323000000.0,4311000000.0,0.66,0.66,2848000000.0,2848000000.0,2848000000.0,2850000000.0,2850000000.0,530000000.0,3380000000.0,26000000.0,-37000000.0,3516000000.0,3674000000.0,,2046000000.0,7190000000.0,4664000000.0,11854000000.0,11854000000.0,-478000000.0,-478000000.0,-162000000.0,425000000.0,263000000.0,,,-2000000.0,-648000000.0,919000000.0,-162000000.0,425000000.0,263000000.0,,170000000.0,1979000000.0,67000000.0,,KO,2024-09-30 00:00:00,,541000000.0,,1624000000.0,,,4000000.0,4000000.0,4000000.0,4000000.0,322000000.0,-36000000.0,87000000.0,,67000000.0,,,,,,,,,
,-42477904.490378,0.211333,3714000000.0,2195000000.0,276000000.0,4613000000.0,3513000000.0,3237000000.0,2353522095.509622,2195000000.0,8679000000.0,2709000000.0,4317000000.0,4306000000.0,0.51,0.51,2195000000.0,2195000000.0,2195000000.0,2213000000.0,2213000000.0,593000000.0,2806000000.0,168000000.0,31000000.0,2865000000.0,4066000000.0,,1980000000.0,6931000000.0,4613000000.0,11544000000.0,11544000000.0,-201000000.0,-201000000.0,-227000000.0,431000000.0,204000000.0,,,-18000000.0,-177000000.0,-775000000.0,-227000000.0,431000000.0,204000000.0,0.0,-24000000.0,1901000000.0,79000000.0,,KO,2024-12-31 00:00:00,,338000000.0,,2097000000.0,,,,,,,-871000000.0,42000000.0,39000000.0,,79000000.0,,,,,,,,,
,41118000.0,0.178,4480000000.0,3330000000.0,267000000.0,3899000000.0,4711000000.0,4444000000.0,3140118000.0,3330000000.0,7411000000.0,3659000000.0,4313000000.0,4302000000.0,0.77,0.77,3330000000.0,3330000000.0,3330000000.0,3335000000.0,3335000000.0,722000000.0,4057000000.0,546000000.0,-36000000.0,3718000000.0,3248000000.0,,3234000000.0,6966000000.0,4163000000.0,11129000000.0,11129000000.0,231000000.0,231000000.0,-207000000.0,387000000.0,180000000.0,,,-5000000.0,211000000.0,92000000.0,-207000000.0,387000000.0,180000000.0,25000000.0,20000000.0,1089000000.0,2145000000.0,2145000000.0,KO,2025-03-31 00:00:00,,351000000.0,,11000000.0,,,3000000.0,3000000.0,3000000.0,3000000.0,331000000.0,3000000.0,,,,,,,,,,,,
,39131984.98749,0.207048,5331000000.0,3810000000.0,279000000.0,4439000000.0,5520000000.0,5241000000.0,3660131984.98749,3810000000.0,8216000000.0,4280000000.0,4315000000.0,4304000000.0,0.88,0.89,3810000000.0,3810000000.0,3810000000.0,3803000000.0,3803000000.0,993000000.0,4796000000.0,741000000.0,-9000000.0,4319000000.0,3502000000.0,,3470000000.0,7821000000.0,4714000000.0,12535000000.0,12535000000.0,189000000.0,189000000.0,-257000000.0,445000000.0,188000000.0,,,7000000.0,-6000000.0,-95000000.0,-257000000.0,445000000.0,188000000.0,40000000.0,195000000.0,1328000000.0,2142000000.0,2142000000.0,KO,2025-06-30 00:00:00,,561000000.0,,28000000.0,,,4000000.0,4000000.0,4000000.0,4000000.0,,2000000.0,31000000.0,,,,,,,-28000000.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760000000.0,,,,2190000000.0,KO,2024-03-31 00:00:00,,,,,,,4000000.0,4000000.0,4000000.0,4000000.0,516000000.0,,760000000.0,,68000000.0,,,,,,,,,
,-274571334.214003,0.207067,5041000000.0,2411000000.0,269000000.0,4546000000.0,3715000000.0,3446000000.0,3462428665.785997,2411000000.0,8392000000.0,2632000000.0,4319000000.0,4309000000.0,0.56,0.56,2411000000.0,2411000000.0,2411000000.0,2401000000.0,2401000000.0,627000000.0,3028000000.0,-800000000.0,-11000000.0,3971000000.0,3580000000.0,,3549000000.0,7551000000.0,4812000000.0,12363000000.0,12363000000.0,-1326000000.0,-1326000000.0,-143000000.0,418000000.0,275000000.0,,,10000000.0,-1360000000.0,1337000000.0,-143000000.0,418000000.0,275000000.0,34000000.0,34000000.0,1400000000.0,2149000000.0,2149000000.0,KO,2024-06-30 00:00:00,,537000000.0,,28000000.0,,,3000000.0,3000000.0,3000000.0,3000000.0,,-11000000.0,,,72000000.0,,,,,,,,,
,-75046000.0,0.157,4551000000.0,2848000000.0,268000000.0,4400000000.0,4073000000.0,3805000000.0,3250954000.0,2848000000.0,8338000000.0,2510000000.0,4323000000.0,4311000000.0,0.66,0.66,2848000000.0,2848000000.0,2848000000.0,2850000000.0,2850000000.0,530000000.0,3380000000.0,26000000.0,-37000000.0,3516000000.0,3674000000.0,,2046000000.0,7190000000.0,4664000000.0,11854000000.0,11854000000.0,-478000000.0,-478000000.0,-162000000.0,425000000.0,263000000.0,,,-2000000.0,-648000000.0,919000000.0,-162000000.0,425000000.0,263000000.0,,170000000.0,1979000000.0,67000000.0,,KO,2024-09-30 00:00:00,,541000000.0,,1624000000.0,,,4000000.0,4000000.0,4000000.0,4000000.0,322000000.0,-36000000.0,87000000.0,,67000000.0,,,,,,,,,
